href,title,reviewNum,tag,brand,company,howToUse,ingredients,image,volume,price,totalScore,satisfactionScore,priceScore,rebuyScore,commenter,commentDate,commentContent,commentGood,commentBad
https://daedamo.com/ingre/21497?sca=탈모관련상품&overlaps=5,"
            두피 딥클렌징 다모 클리닉 샴푸        ",0,탈모샴푸,아이다모,다모아이엔씨,"미온수로 모발 및 두피를 충분히 적셔줍니다. 샴푸를 2-3회 정도 펌핑하여 손바닥에 덜어주세요. 거품을 내어 1-2분 방치합니다. 비듬, 가려움 두피는 3-5분 방치합니다. 잔여물이 남지 않도록 물로 충분히 헹구어내세요. ","정제수, 코카미도프로필베타인, 소듐라우레스설페이트, 디메치콘올, 코카마이드디이에이, 프로필렌글라이콜, 녹차추출물, 알로에베라잎추출물, 창포추출물, 포공영추출물, 라우라마이드디이에이, 피이지-75라놀린, 감초추출물, 금은화추출물, 박하추출물,  애엽추출물, 연교추출물, 오이추출물, 치자추출물, 헨나추출물, 하이드롤라이즈드케라틴, 하이드롤라이즈드실크, 차가버섯추출물, 표고버섯추출물, 하이드록시에칠셀룰로오스, 토코페릴아세테이트, 피녹시에탄올, 메칠파라벤, 향료, 청색1호",https://daedamo.com/new/data/file/ingre/2034324504_IP4GzwC3_68dbf8ec0d38f308e82f77fd76a84669f7fb61b7.png,250g,"30,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21496?sca=탈모관련상품&overlaps=5,"
            헤드스파 힐링케어 트리트먼트        ",0,컨디셔너,맥클린코스메틱,(주)미셀코리아,"샴푸 후 모발이 젖은 상태에서 적당량을 취하여 모발에 가볍게 마사지 한 후 깨끗이 감아 냅니다.
","글리세린, 프로필렌글라이콜, 에탄올, 미리스틸알코올, 정제수, 아이소프로필알코올, 세트리모늄클로라이드, 세틸알코올, 베헨트라이모늄메토설페이트, 스테아릴알코올, 베헨트라이모늄클로라이드, 멘토르, 판테노르 살리실릭애씨드, 나이아신아마이드, 트라이에탄올아민, 아스코빅애씨드, 부틸렌글라이콜, 글라이신, 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 알라닌, 라이닌, 알지닌, 타이로신, 페닐알라닌, 트레오닌, 프롤린, 발린, 아이소류신, 히스티딘, 메티오닌, 시스테인, 검정콩추출물, 쌀겨추출물, 살비아잎추출물, 쇠비름추출물, 효모/마늘발효여과물, 매실추출물, 복분자딸기열매추출물, 대왕송잎추출물, 녹차추출물, 고삼추출물, 스페인감초뿌리추출물, 천궁뿌리추출물, 불가리스쑥추출물, 창포뿌리추출물, 알로에베라잎추출물, 아르간커넬추출물, 뽕나무열매추출물, 뽕나무껍질추출물, 캐모마일꽃추출물, 편백수, 라벤더수, 미역추출물, 다시마추출물, 스피룰리나플라텐시스추출물, 톳추출물, 참갈파래추출물, 1,2-헥산다이올, 향료, 시트로넬올, 유제놀, 제라니올, 리모넨, 리날룰",https://daedamo.com/new/data/file/ingre/2034324504_CQMlHLuy_733fa453f3dba49d0cdadb81468f94300cb780f2.png,200ml,"10,900원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21495?sca=탈모관련상품&overlaps=5,"
            아띠아모 발효녹차샴푸        ",0,탈모샴푸,아띠아모,(주)미셀코리아,온수로 모발 및 두피를 완전히 적신 후 적당량을 두피와 모발에 골고루 도포후 마사지 한 다음 물로 깨끗이 헹구어냅니다.,"정제수, 우레아, 암모늄라우릴셀페이트, 암모늄라우레스셀페이트, 프로필렌글라이콜, 피이지-400, 코카마이드엠이에이, 코카미도프로필베타인, 다이소듐라우레스설포석시네이트, 효모/녹차추출발효여과물(250mg), 부틸렌글라이콜, 베타인, 다이프로필렌글라이콜, 바위솔갤러스추출물, 당근갤러스배양추출물, 약모밀추출물, 한련초추출물, 하수오뿌리추출물, 오죽잎추출물, 쐐기풀추출물, 인카르나타시계꽃전초추출물, 병풀추출물, 석류추출물, 무화과추출물, 뽕나무열매추출물, 은행추출물, 락토바실러스/콩발효추출물, 락토바실러스/석류발효추출물, 효모/보리씨발효여과물, 나이아신아마이드, 덱스판테놀, 살리실릭애씨드, 소듐클로라이드, 소듐벤조에이트, 구아하이드록시프로필트라이모늄클로라이드, 다이소듐이디티에이, 맨톨",https://daedamo.com/new/data/file/ingre/2034324504_LstikYUv_2faadfcc1c1bf175921c21e48cb0ae50afb9dad9.png,500ml,"20,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21490?sca=탈모관련상품&overlaps=5,"
            맥클린 탈모완화기능성 헤드스파 잔디샴푸 지성용        ",0,탈모샴푸,맥클린코스메틱,미셀코리아,"미온수로 모발 및 두피를 충분히 적신 후, 3~5ml의 적당량으로 두피 전체를 골고루 마사지하듯 거품을 내줍니다. 거품을 낸 상태에서 약 2~3분 정도 기다린 후 헹궈냅니다.
","정제수,소듐C14-16올레핀설포네이트,다이소듐라우레스설포석시네이트,소듐코코일이세티오네이트,코카마이드미파,라우릴베타인,폴리쿼터늄-10,소듐클로라이드,코코넛지방산,소듐이세티오네이트,아이소프로판올아민,다이소듐이디티에이,시트릭애씨드,베타인,부틸렌글라이콜,알란토인,판테놀,멘톨,살리실릭애씨드,나이아신아마이드,소듐벤조에이트,피록톤올아민,글라이신,세린,글루타믹애씨드,아스파틱애씨드,류신,알라닌,라이신,알지닌,타이로신,페닐알라닌,트레오닌,프롤린,발린,이소류신,히스티딘,메치오닌,시스테인,꿀추출물,맥주효모추출물,삼색제비꽃추출물,수국잎추출물,물망초꽃/잎/줄기추출물,수레국화꽃추출물,나비콩꽃추출물,보리지추출물,블루아가베잎추출물,스피룰리나플라텐시스추출물,티트리잎추출물,홍차추출물,병풀잎추출물,알로에베라잎추출물,쇠비름추출물,사철쑥추출물,쑥/쇠뜨기/약모밀추출물,카페인,커피콩추출물,향료,알파-아이소메틸아이오논,부틸페닐메틸프로피오날,시트로넬올,헥실신남알
",https://daedamo.com/new/data/file/ingre/2034324504_RZ0MJVGN_7da127498dbd28643fa05a3c8bc8b5a4b1b22e12.png,500ml,"16,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21489?sca=탈모관련상품&overlaps=5,"
            맥클린 탈모완화기능성 헤드스파 잔디샴푸 중건성용        ",0,탈모샴푸,맥클린코스메틱,미셀코리아,"미온수로 모발 및 두피를 충분히 적신 후, 3~5ml의 적당량으로 두피 전체를 골고루 마사지하듯 거품을 내줍니다. 거품을 낸 상태에서 약 2~3분 정도 기다린 후 헹궈냅니다.
","정제수,소듐C14-16올레핀설포네이트,다이소듐라우레스설포석시네이트,라우릴글루코사이드,코카마이드미파,소듐코코일이세티오네이트,라우라미도프로필베타인,라우릴베타인,소듐클로라이드,소듐이세티오네이트,구아하이드록시프로필트라이모늄클로라이드,다이소듐이디티에이,시트릭애씨드,판테놀,나이아신아마이드,살리실릭애씨드,피록톤올아민,글라이신,세린,글루타믹애씨드,아스파틱애씨드,류신,알라닌,라이신,알지닌,타이로신,페닐알라닌,트레오닌,프롤린,발린,아이소류신,히스티딘,메티오닌,시스테인,삼색제비꽃추출물,수국잎추출물,물망초꽃/잎/줄기추출물,수레국화꽃출물,나비콩꽃추출물,보리지추출물,블루아가베잎추출물,스피룰리나 플라텐시스추출물,티트리잎추출물,녹차추출물,병풀잎추출물,알로에베라잎추출물,쇠비름추출물,사철쑥추출물,쑥/쇠뜨기/약모밀추출물,맥주효모추출물,꿀추출물,카페인,커피콩추출물,1,2-헥산다이올,부틸렌글라이콜,향료,알파-아이소메틸아이오논,벤질살리실레이트
",https://daedamo.com/new/data/file/ingre/2034324504_djGeJb8N_2bb8f6fa49614ed419bca26c90e75a795e2bbe8e.png,500ml,"16,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21488?sca=탈모관련상품&overlaps=5,"
            메디틴 1419 쿨링토너(헤어토닉)        ",0,헤어토닉,메디틴,엠코스메틱,제품을 충분히 흔든 후에 매일 두피에 적당량을 고루 바른 다음 손가락을 이용하여 마사지하듯이 충분히 흡수되도록 문질러 줍니다.,"정제수, 에탄올, 폴리솔베이트20, 피록톤올 아민, 부틸렌글라이콜, 셀필룸추출물, 쿠민씨추출물, 모노기나산사열매추출물, 시트릭애씨드, 판테놀, 밀배아추출물, 맥주효모추출물, 소듐하이알루로네이트, 약모밀추출물, 창포뿌리추출물, 고삼추출물, 스페인감초뿌리추출물, 뽕나무껍질추출물, 소엽잎추출물, 천궁뿌리추출물, 병풀추출물, 녹차추출물, 은행나무잎추출물, 부틴렌글라이콜, 멘톨, 린씨드애씨드, 올레익애씨드, 향료 ",https://daedamo.com/new/data/file/ingre/2034324504_ns9GJZ7d_88150fee1b372edeb6936b1bc1323c0aaf84d508.png,125ml,"28,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21486?sca=탈모관련상품&overlaps=5,"
            폴리니크 프리미엄 스칼프 탈모 완화 토닉        ",0,헤어토닉,폴리니크,(주)일진코스메틱,"오른쪽으로 돌려 내용물이 나올때까지 두피에 톡톡 두드려 주신 다음, 다시 왼쪽으로 돌려서 닫으신 후 두피 전체에 골고루 마사지 해주시면 적당량이 분사 되어 집니다. 사용 전 제품을 충분히 흔들어 준 뒤, 매일 2회 이상 두피에 적당량(2-3g)을 고루 바른 다음 손가락을 이용하여 마사지 하듯이 하여 충분히 흡수되도록 문질러 줍니다.","정제수, 에탄올, 1,2-헥산다이올, 피이지-60하이드로제네이티드캐스터오일,폴리솔베이트20,프로판다이올,마그네슘글루코네이트,알지닌,나이아신아마이드,칼슘락테이트,멘톨,살리실릭애씨드,판테놀,부틸렌글라이콜,글리세린,징크글루코네이트,다이메틸설폰,미역추출물,다이마추출물,감태추출물,톳추출물,방사무늬돌김추출물,겔리듐카르틸라기네움추출물,퉁퉁마디추출물,시트릭애씨드,폴리글루타믹애씨드,소듐하이알루로네이트,하이드롤라이즈드콜라겐,칼슘판토테네이트,소듐아스코빌포스테이트,토코페릴아세테이트,피리독신에이치씨엘,말토덱스트린,소듐스타치옥테닐석시테이트,실리카,페퍼민트잎추출물,페퍼민트오일,오렌지껍질오일,레몬껍질오일,서양배추출물,다마스크장미꽃수,오리스뿌리추출물,멜론추출물,서양송악잎/줄기추출물,글라이신,세린,글루타믹애씨드,아스파틱애씨드,류신,알라닌,라이신,타이로신,페닐알라닌,트레오닌,프롤린,발린,아이소류신,히스티딘,메티오닌,시스테인,리모넨",https://daedamo.com/new/data/file/ingre/2034324504_Ueh6Tyof_f82c35215c00dd2d84f5b9698030c25e59ad7417.png,100ml,"40,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21485?sca=탈모관련상품&overlaps=5,"
            폴리니크 프리미엄 스칼프 탈모 완화 샴푸        ",0,탈모샴푸,폴리니크,(주)일진코스메틱,"적당량을 손에 덜어 거품을 내어 물에 적신 모발과 두피에 가볍게 마사지 한 후 흐르는 물로 깨끗이 헹구어 주세요. 1일 1회 온수로 모발 및 두피를 충분히 적시 후, 적당량(3-5ml)을 모발과 두피에 골고루 도포하여 마사지 한 다음 깨끗이 헹궈냅니다.","정제수, 다이소듐라우레스설포석시네이트, 글리세린, 소듐코코일이세티오네이트, 코카마이드미파, 다이소듐코코암포다이아세테이트, 라우릴하이드록시설테인, 소듐클로라이드, 폴리쿼터늄-10, 소듐메틸코코일타우레이트, 1,2-헥산다이올, 카프릴릴글라이콜, 판테놀, 살리실릭애씨드, 헥실렌글라이콜, 나이아신아마이드, 카라멜, 다이소듐이디티에이, 마그네슘글루코네이트, 다이프로필렌글라이콜, 살슘락테이트, 글리세릴카프릴레이트, 징크글루코네이트, 미역추출물, 다시마추출물, 퉁퉁마디추출물, 톳추출물, 방사무늬돌김추출물, 겔리듐카르틸라기네움추출물, 감태추출물, 오렌지꽃수, 알로에베라잎추출물, 살비아잎추출물, 불가리스쑥추출물, 몰로키아잎추출물, 로즈마리잎추출물, 라벤더꽃수, 녹차추출물, 칼슘판토테네이트, 다이메틸설폰, 소듐스타치옥테닐석시네이트, 말토덱스트린, 부틸렌글라이콜, 소듐아스코빌포스페이트, 시트릭애씨드, 피리독신에이치씨엘, 토코페릴아세테이트, 하이드롤라이즈드콜라겐, 폴리글루타믹애씨드, 실리카, 향료",https://daedamo.com/new/data/file/ingre/2034324504_BSkyv5WL_e70a094f647410d0bcd40c48bd9f3090069f6f51.jpg,500ml,"42,400원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21484?sca=탈모관련상품&overlaps=5,"
            피토 봄 하이드레이션 컨디셔너        ",0,컨디셔너,피토,Ales Groupe-Laboratories PHYTOSOLBASA au capital de PCS Paris,"샴푸 후, 모금을 피해서 적당량 모발에 발라주세요.
도포하고 즉시 헹궈주세요. 매일사용","안젤리카씨추출물, 세테아릴알코올, 정제수, 세틸알코올, 피마자씨오일, 세트리모늄클로라이드, 다이팔미토일에틸하이드록시에틸모늄메토설페이트, 아이소데실네오펜타노에이트, 호호바씨오일, 구아하이드록시프로필트라이모늄클로라이드, 데실글루사이드, 세테아레스-20, 향료, 테트라쇼듐이디티에이, 벤조페논-4, 시트릭애씨드, 메칠클로로이소치아졸리논, 메칠이소치아졸리논",https://daedamo.com/new/data/file/ingre/2034324504_nO5vA623_fbea2a71cd77ddea3bb8e8ed8ee0237c4797cab7.png,150ml,"32,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21483?sca=탈모관련상품&overlaps=5,"
            피토봄볼륨컨디셔너        ",0,컨디셔너,피토,Ales Groupe-Laboratories PHYTOSOLBASA au capital de PCS Paris,샴푸 후에 모근을 피해서 적당량을 모발에 발라주세요. 도포하고 즉시 헹궈주세요. 매일 사용하면 좋습니다.,"엘더꽃추출물, 세테아릴알코올, 이소데실네오펜타노에이트, 베헨트리모늄메토설페이트, 피마자오일, 세테아릴알코올, 향료, 프로프린 클리콜, 주엽나무씨추출물하이드롤라이즈드로도피케아추출물, 세테아레스-33, 폴리쿼터늄-57, 쌀겨오일, 쌀배아오일, 하이드롤라이즈드케라틴, 펜테놀, 피이지-8리시놀리에이트, 과라나열추출물, 정제수, 토코페롤, 블랙커런드열매추출물, 빌베리열매추출물, 씨트락애씨드, 말릭애씨드, 히비스커스꽃추출물, 페녹시에탄올, 소듐데하이드로아세테이, 메칠클러러이소치아졸라논, 메칠이소치아졸라논, 포타슘소르베이트",https://daedamo.com/new/data/file/ingre/2034324504_VCrmYFPp_4c231662ebd61ff4aa5a347750a7c5d885fbbee9.png,150ml,"32,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21482?sca=탈모관련상품&overlaps=5,"
            매스티나 매스틱 모어 볼륨 트리트먼트        ",0,컨디셔너,매스티나,(주)더마밀	,"샴푸 후 온수로 모발 및 두피를 충분히 적신 후, 적당량을 모발과 두피에 골고루 도포하여 마사지한 다음 깨끗이 헹궈냅니다.
","정제수, 세테아릴알코올, 글리세린, 부틸렌글라이콜, 스테아릴알코올, 스테아트라이모늄클로라이드, 피피지-3카프릴릴에터, 프로필렌글라이콜, 1,2-헥산다이올, 복사나무수지추출물, 매스틱검, 우유단백질추출물, 하이드롤라이즈드콜라겐, 피피지-14부틸에터, 세트리모늄클로라이드, 멘톨, 살리실릭애씨드, 알지닌, 판테놀, 나이아신아마이드, 알란토인, 사이클로덱스트린, 다이프로필렌글라이콜, 아라비아고무나무검, 뽕나무껍질추출물, 스페인감초뿌리추출물, 쇠비름추출물, 로우스위트블루베리추출물, 세룰라타벚나무꽃추출물, 로즈마리추출물, 에틸헥실글리세린, 카프릴릴글라이콜, 향료 매스틱검 1,000ppm 함유
",https://daedamo.com/new/data/file/ingre/2034324504_UEVD4HkR_9e2c9313712f618098f8d6d7223d1135d7bdea0a.png,250ml,"21,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
